DAUID,characteristic,value
35300995,Median_income_2020,140000.0
35300996,Population_2021,904.0
35300996,Total_households,255.0
35300996,Median_income_2020,152000.0
35300997,Population_2021,335.0
35300997,Total_households,95.0
35300997,Median_income_2020,141000.0
35300998,Population_2021,709.0
35300998,Total_households,220.0
35300998,Median_income_2020,111000.0
35300999,Population_2021,875.0
35300999,Total_households,335.0
35300999,Median_income_2020,97000.0
35301027,Population_2021,450.0
35301027,Total_households,150.0
35301027,Median_income_2020,86000.0
35301035,Population_2021,536.0
35301035,Total_households,215.0
35301035,Median_income_2020,64000.0
35301036,Population_2021,2319.0
35301036,Total_households,730.0
35301036,Median_income_2020,111000.0
35301049,Population_2021,1022.0
35301049,Total_households,340.0
35301049,Median_income_2020,107000.0
35301050,Population_2021,688.0
35301050,Total_households,205.0
35301050,Median_income_2020,109000.0
35301051,Population_2021,792.0
35301051,Total_households,255.0
35301051,Median_income_2020,129000.0
35300097,Population_2021,619.0
35300097,Total_households,255.0
35300097,Median_income_2020,99000.0
35300098,Population_2021,438.0
35300098,Total_households,205.0
35300098,Median_income_2020,77500.0
35300099,Population_2021,552.0
35300099,Total_households,235.0
35300099,Median_income_2020,95000.0
35300100,Population_2021,459.0
35300100,Total_households,200.0
35300100,Median_income_2020,89000.0
35300101,Population_2021,463.0
35300101,Total_households,215.0
35300101,Median_income_2020,75000.0
35300104,Population_2021,515.0
35300104,Total_households,220.0
35300104,Median_income_2020,91000.0
35300110,Population_2021,587.0
35300110,Total_households,295.0
35300110,Median_income_2020,62000.0
35300113,Population_2021,546.0
35300113,Total_households,270.0
35300113,Median_income_2020,71500.0
35300128,Population_2021,419.0
35300128,Total_households,185.0
35300128,Median_income_2020,122000.0
35300129,Population_2021,536.0
35300129,Total_households,350.0
35300129,Median_income_2020,58800.0
35300130,Population_2021,388.0
35300130,Total_households,225.0
35300130,Median_income_2020,61200.0
35300134,Population_2021,541.0
35300134,Total_households,290.0
35300134,Median_income_2020,77000.0
35300135,Population_2021,532.0
35300135,Total_households,225.0
35300135,Median_income_2020,84000.0
35300136,Population_2021,759.0
35300136,Total_households,405.0
35300136,Median_income_2020,70000.0
35300137,Population_2021,1650.0
35300137,Total_households,810.0
35300137,Median_income_2020,70500.0
35300138,Population_2021,302.0
35300138,Total_households,160.0
35300138,Median_income_2020,61200.0
35300139,Population_2021,526.0
35300139,Total_households,295.0
35300139,Median_income_2020,56000.0
35300140,Population_2021,483.0
35300140,Total_households,215.0
35300140,Median_income_2020,67500.0
35300141,Population_2021,492.0
35300141,Total_households,245.0
35300141,Median_income_2020,66000.0
35300142,Population_2021,454.0
35300142,Total_households,200.0
35300142,Median_income_2020,79500.0
35300143,Population_2021,472.0
35300143,Total_households,225.0
35300143,Median_income_2020,75000.0
35300144,Population_2021,560.0
35300144,Total_households,300.0
35300144,Median_income_2020,66000.0
35300145,Population_2021,686.0
35300145,Total_households,340.0
35300145,Median_income_2020,68500.0
35300146,Population_2021,670.0
35300146,Total_households,275.0
35300146,Median_income_2020,66500.0
35300147,Population_2021,601.0
35300147,Total_households,280.0
35300147,Median_income_2020,62400.0
35300148,Population_2021,766.0
35300148,Total_households,360.0
35300148,Median_income_2020,70500.0
35300149,Population_2021,995.0
35300149,Total_households,465.0
35300149,Median_income_2020,58400.0
35300150,Population_2021,1052.0
35300150,Total_households,480.0
35300150,Median_income_2020,54000.0
35300151,Population_2021,471.0
35300151,Total_households,230.0
35300151,Median_income_2020,67000.0
35300152,Population_2021,509.0
35300152,Total_households,190.0
35300152,Median_income_2020,90000.0
35300153,Population_2021,298.0
35300153,Total_households,145.0
35300153,Median_income_2020,57600.0
35300154,Population_2021,1019.0
35300154,Total_households,400.0
35300154,Median_income_2020,84000.0
35300155,Population_2021,767.0
35300155,Total_households,275.0
35300155,Median_income_2020,67000.0
35300158,Population_2021,426.0
35300158,Total_households,160.0
35300158,Median_income_2020,95000.0
35300159,Population_2021,426.0
35300159,Total_households,160.0
35300159,Median_income_2020,108000.0
35300160,Population_2021,219.0
35300160,Total_households,90.0
35300160,Median_income_2020,
35300161,Population_2021,415.0
35300161,Total_households,150.0
35300161,Median_income_2020,94000.0
35300162,Population_2021,230.0
35300162,Total_households,80.0
35300162,Median_income_2020,
35300163,Population_2021,513.0
35300163,Total_households,195.0
35300163,Median_income_2020,109000.0
35300164,Population_2021,447.0
35300164,Total_households,165.0
35300164,Median_income_2020,103000.0
35300165,Population_2021,253.0
35300165,Total_households,100.0
35300165,Median_income_2020,86000.0
35300166,Population_2021,839.0
35300166,Total_households,310.0
35300166,Median_income_2020,87000.0
35300167,Population_2021,743.0
35300167,Total_households,340.0
35300167,Median_income_2020,57200.0
35300168,Population_2021,289.0
35300168,Total_households,105.0
35300168,Median_income_2020,86000.0
35300169,Population_2021,671.0
35300169,Total_households,325.0
35300169,Median_income_2020,63200.0
35300171,Population_2021,468.0
35300171,Total_households,160.0
35300171,Median_income_2020,84000.0
35300172,Population_2021,466.0
35300172,Total_households,180.0
35300172,Median_income_2020,113000.0
35300173,Population_2021,680.0
35300173,Total_households,250.0
35300173,Median_income_2020,89000.0
35300177,Population_2021,627.0
35300177,Total_households,260.0
35300177,Median_income_2020,84000.0
35300179,Population_2021,564.0
35300179,Total_households,265.0
35300179,Median_income_2020,67000.0
35300180,Population_2021,587.0
35300180,Total_households,195.0
35300180,Median_income_2020,109000.0
35300181,Population_2021,461.0
35300181,Total_households,170.0
35300181,Median_income_2020,99000.0
35300182,Population_2021,495.0
35300182,Total_households,175.0
35300182,Median_income_2020,92000.0
35300183,Population_2021,417.0
35300183,Total_households,155.0
35300183,Median_income_2020,110000.0
35300184,Population_2021,474.0
35300184,Total_households,165.0
35300184,Median_income_2020,118000.0
35300185,Population_2021,768.0
35300185,Total_households,265.0
35300185,Median_income_2020,101000.0
35300186,Population_2021,1018.0
35300186,Total_households,300.0
35300186,Median_income_2020,102000.0
35300187,Population_2021,430.0
35300187,Total_households,145.0
35300187,Median_income_2020,116000.0
35300189,Population_2021,747.0
35300189,Total_households,240.0
35300189,Median_income_2020,97000.0
35300190,Population_2021,357.0
35300190,Total_households,135.0
35300190,Median_income_2020,99000.0
35300191,Population_2021,303.0
35300191,Total_households,125.0
35300191,Median_income_2020,82000.0
35300192,Population_2021,476.0
35300192,Total_households,170.0
35300192,Median_income_2020,89000.0
35300193,Population_2021,1626.0
35300193,Total_households,620.0
35300193,Median_income_2020,68500.0
35300194,Population_2021,399.0
35300194,Total_households,170.0
35300194,Median_income_2020,100000.0
35300195,Population_2021,359.0
35300195,Total_households,145.0
35300195,Median_income_2020,107000.0
35300196,Population_2021,454.0
35300196,Total_households,170.0
35300196,Median_income_2020,96000.0
35300197,Population_2021,543.0
35300197,Total_households,225.0
35300197,Median_income_2020,110000.0
35300198,Population_2021,521.0
35300198,Total_households,200.0
35300198,Median_income_2020,121000.0
35300199,Population_2021,519.0
35300199,Total_households,195.0
35300199,Median_income_2020,78000.0
35300200,Population_2021,382.0
35300200,Total_households,190.0
35300200,Median_income_2020,54400.0
35300201,Population_2021,426.0
35300201,Total_households,185.0
35300201,Median_income_2020,65500.0
35300202,Population_2021,654.0
35300202,Total_households,260.0
35300202,Median_income_2020,70500.0
35300203,Population_2021,545.0
35300203,Total_households,205.0
35300203,Median_income_2020,66000.0
35300204,Population_2021,359.0
35300204,Total_households,135.0
35300204,Median_income_2020,88000.0
35300205,Population_2021,606.0
35300205,Total_households,215.0
35300205,Median_income_2020,72000.0
35300206,Population_2021,479.0
35300206,Total_households,185.0
35300206,Median_income_2020,99000.0
35300207,Population_2021,711.0
35300207,Total_households,245.0
35300207,Median_income_2020,85000.0
35300208,Population_2021,483.0
35300208,Total_households,165.0
35300208,Median_income_2020,119000.0
35300212,Population_2021,320.0
35300212,Total_households,115.0
35300212,Median_income_2020,96000.0
35300213,Population_2021,858.0
35300213,Total_households,320.0
35300213,Median_income_2020,85000.0
35300214,Population_2021,302.0
35300214,Total_households,110.0
35300214,Median_income_2020,109000.0
35300217,Population_2021,304.0
35300217,Total_households,100.0
35300217,Median_income_2020,
35300218,Population_2021,1053.0
35300218,Total_households,405.0
35300218,Median_income_2020,81000.0
35300219,Population_2021,412.0
35300219,Total_households,135.0
35300219,Median_income_2020,102000.0
35300222,Population_2021,315.0
35300222,Total_households,120.0
35300222,Median_income_2020,
35300223,Population_2021,1123.0
35300223,Total_households,505.0
35300223,Median_income_2020,63600.0
35300224,Population_2021,558.0
35300224,Total_households,235.0
35300224,Median_income_2020,67500.0
35300225,Population_2021,570.0
35300225,Total_households,185.0
35300225,Median_income_2020,62400.0
35300226,Population_2021,404.0
35300226,Total_households,175.0
35300226,Median_income_2020,76500.0
35300227,Population_2021,807.0
35300227,Total_households,275.0
35300227,Median_income_2020,63200.0
35300228,Population_2021,1001.0
35300228,Total_households,325.0
35300228,Median_income_2020,56800.0
35300231,Population_2021,515.0
35300231,Total_households,205.0
35300231,Median_income_2020,192000.0
35300237,Population_2021,927.0
35300237,Total_households,320.0
35300237,Median_income_2020,75000.0
35300238,Population_2021,418.0
35300238,Total_households,130.0
35300238,Median_income_2020,62800.0
35300243,Population_2021,790.0
35300243,Total_households,255.0
35300243,Median_income_2020,80000.0
35300247,Population_2021,1277.0
35300247,Total_households,355.0
35300247,Median_income_2020,121000.0
35300249,Population_2021,695.0
35300249,Total_households,240.0
35300249,Median_income_2020,117000.0
35300250,Population_2021,494.0
35300250,Total_households,155.0
35300250,Median_income_2020,129000.0
35300252,Population_2021,487.0
35300252,Total_households,185.0
35300252,Median_income_2020,114000.0
35300253,Population_2021,518.0
35300253,Total_households,180.0
35300253,Median_income_2020,114000.0
35300254,Population_2021,412.0
35300254,Total_households,145.0
35300254,Median_income_2020,134000.0
35300255,Population_2021,202.0
35300255,Total_households,70.0
35300255,Median_income_2020,
35300256,Population_2021,546.0
35300256,Total_households,180.0
35300256,Median_income_2020,126000.0
35300259,Population_2021,503.0
35300259,Total_households,175.0
35300259,Median_income_2020,109000.0
35300262,Population_2021,556.0
35300262,Total_households,195.0
35300262,Median_income_2020,79500.0
35300277,Population_2021,672.0
35300277,Total_households,205.0
35300277,Median_income_2020,121000.0
35300280,Population_2021,752.0
35300280,Total_households,225.0
35300280,Median_income_2020,170000.0
35300329,Population_2021,399.0
35300329,Total_households,170.0
35300329,Median_income_2020,76500.0
35300330,Population_2021,520.0
35300330,Total_households,180.0
35300330,Median_income_2020,96000.0
35300332,Population_2021,299.0
35300332,Total_households,120.0
35300332,Median_income_2020,99000.0
35300333,Population_2021,630.0
35300333,Total_households,215.0
35300333,Median_income_2020,94000.0
35300334,Population_2021,251.0
35300334,Total_households,90.0
35300334,Median_income_2020,104000.0
35300335,Population_2021,615.0
35300335,Total_households,240.0
35300335,Median_income_2020,79000.0
35300338,Population_2021,766.0
35300338,Total_households,365.0
35300338,Median_income_2020,53200.0
35300339,Population_2021,1023.0
35300339,Total_households,415.0
35300339,Median_income_2020,88000.0
35300340,Population_2021,1271.0
35300340,Total_households,690.0
35300340,Median_income_2020,64500.0
35300341,Population_2021,646.0
35300341,Total_households,260.0
35300341,Median_income_2020,92000.0
35300343,Population_2021,502.0
35300343,Total_households,195.0
35300343,Median_income_2020,83000.0
35300344,Population_2021,1048.0
35300344,Total_households,435.0
35300344,Median_income_2020,65500.0
35300347,Population_2021,515.0
35300347,Total_households,190.0
35300347,Median_income_2020,89000.0
35300348,Population_2021,429.0
35300348,Total_households,190.0
35300348,Median_income_2020,78000.0
35300349,Population_2021,528.0
35300349,Total_households,245.0
35300349,Median_income_2020,68500.0
35300350,Population_2021,552.0
35300350,Total_households,230.0
35300350,Median_income_2020,90000.0
35300351,Population_2021,632.0
35300351,Total_households,260.0
35300351,Median_income_2020,77000.0
35300353,Population_2021,484.0
35300353,Total_households,215.0
35300353,Median_income_2020,53600.0
35300354,Population_2021,987.0
